Format Version,1.23,Take Name,linear_t1_slow_may_12,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-12 06.47.17.599 PM,Total Frames in Take,3302,Total Exported Frames,3302,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1349,13.490000,0.000156,0.000220,0.000545,1.000000,0.321239,0.078920,0.036398,0.000599,-0.177955,0.064022,-0.429428,0.843078,0.565657,0.062464,-0.470907,0.739379,0.621176,0.071923,0.513038,0.906365,-0.121357,0.069552,0.552974,0.759241,0.515740,0.103800,-0.038235,0.665757,0.524173,0.101760,0.090943,0.000000,0.004471,-0.245768,0.016635,-0.969176,0.177738,0.099285,0.203643,0.000878,0.273731,0.140923,0.245230,0.709308,0.267349,0.140482,0.148343,0.720360,0.215507,0.076361,0.201680,0.838920,0.046596,0.137340,0.264589,0.865955,0.143907,0.140207,0.258349,0.611456,0.136918,0.139006,0.154042,0.693409,0.144349,0.041560,0.259340,0.767689,0.270981,0.047561,0.149034,0.000000,0.137821,0.044177,0.153985,0.787727,0.277660,0.047739,0.245477,0.000000,0.040297,0.136778,0.159999,0.729455,,,,,,,,,,0.273053,0.140031,0.245998,,,,0.040103,0.137223,0.159348,0.266382,0.141103,0.148326,0.215465,0.076864,0.201874,0.046599,0.137369,0.265149,0.144906,0.140053,0.258948,0.137498,0.138232,0.152905,0.145183,0.042690,0.258513,,,,0.137577,0.043222,0.154166,-0.177455,0.063638,-0.429329,0.565090,0.063310,-0.471215,0.620913,0.071720,0.512939,-0.121917,0.070038,0.553611,0.516773,0.102992,-0.038649,,,
1350,13.500000,0.000187,0.000288,0.000705,1.000000,0.321123,0.079126,0.036237,0.000841,-0.178129,0.064097,-0.429522,0.792698,0.565478,0.062780,-0.471102,0.828276,0.621127,0.072196,0.512835,0.863894,-0.121399,0.069584,0.552873,0.746846,0.515606,0.104073,-0.038421,0.596889,0.524057,0.102028,0.090756,0.542048,0.005055,-0.244814,0.017629,-0.969397,0.175935,0.098851,0.206295,0.000688,0.271915,0.140403,0.248001,0.824001,0.265720,0.139811,0.151102,0.662037,0.213671,0.075863,0.204444,0.925266,0.044737,0.137219,0.266924,0.889660,0.142065,0.139918,0.260868,0.655001,0.135276,0.138557,0.156549,0.642844,0.142345,0.041272,0.262023,0.932162,0.269200,0.046887,0.151953,0.000000,0.136025,0.043727,0.156651,0.689267,0.275692,0.047213,0.248409,0.000000,0.038641,0.136495,0.162323,0.727236,,,,,,,,,,0.271405,0.140132,0.248404,,,,0.038483,0.137263,0.161563,0.264860,0.140828,0.150867,0.213581,0.076138,0.204367,0.044784,0.137400,0.267324,0.143098,0.139746,0.261766,0.135892,0.137784,0.155518,0.142605,0.041301,0.261953,,,,0.135849,0.042542,0.156983,-0.177466,0.063637,-0.429330,0.565042,0.063301,-0.471209,0.620898,0.071714,0.512939,-0.121896,0.070075,0.553606,0.516785,0.102992,-0.038625,0.523498,0.103231,0.089492
1351,13.510000,0.000306,0.000280,0.000574,1.000000,0.321074,0.079034,0.036248,0.000831,-0.178175,0.064245,-0.429522,0.761916,0.565432,0.062745,-0.471091,0.815287,0.621068,0.071912,0.512850,0.836955,-0.121460,0.069484,0.552875,0.740000,0.515564,0.103947,-0.038400,0.603416,0.524012,0.101870,0.090776,0.517678,0.005990,-0.244400,0.016181,-0.969521,0.174255,0.099069,0.208765,0.000756,0.270064,0.140981,0.250502,0.731624,0.263950,0.140262,0.153600,0.717951,0.212067,0.076203,0.206970,0.853404,0.042883,0.137075,0.269244,0.891108,0.140206,0.140086,0.263264,0.704974,0.133507,0.138586,0.158942,0.718170,0.140807,0.041443,0.264530,0.822120,0.267734,0.047350,0.154557,0.000000,0.134566,0.043759,0.159150,0.734714,0.274146,0.047805,0.251018,0.000000,0.036874,0.136215,0.164639,0.735965,,,,,,,,,,0.269360,0.140351,0.251012,,,,0.036844,0.136871,0.163812,0.262959,0.140800,0.153595,0.211996,0.076750,0.207167,0.042929,0.137166,0.269667,0.141194,0.140167,0.263903,0.133925,0.138158,0.157986,0.141479,0.041478,0.264298,,,,0.134191,0.042790,0.159364,-0.177463,0.063638,-0.429345,0.564939,0.063289,-0.471173,0.620779,0.071328,0.512888,-0.121938,0.070050,0.553605,0.516808,0.102985,-0.038611,0.523464,0.103278,0.089577
1352,13.520000,0.000209,0.000289,0.000717,1.000000,0.321067,0.079153,0.036271,0.000840,-0.178185,0.064133,-0.429487,0.761916,0.565422,0.062836,-0.471069,0.815287,0.621072,0.072209,0.512869,0.836955,-0.121455,0.069577,0.552907,0.740000,0.515550,0.104108,-0.038385,0.603416,0.524001,0.102058,0.090791,0.517678,0.007508,-0.242687,0.017319,-0.969921,0.172434,0.098969,0.211330,0.000611,0.268157,0.140892,0.253252,0.731624,0.262380,0.139837,0.156332,0.717951,0.210219,0.076042,0.209748,0.853404,0.040907,0.137377,0.271216,0.891108,0.138254,0.140228,0.265565,0.704974,0.131916,0.138366,0.161225,0.718170,0.138710,0.041589,0.267182,0.822120,0.266026,0.046924,0.157633,0.000000,0.132838,0.043539,0.161774,0.734714,0.272103,0.047712,0.254113,0.000000,0.035261,0.136153,0.166594,0.735965,,,,,,,,,,0.267741,0.140678,0.253537,,,,0.035048,0.136717,0.165985,0.261396,0.140635,0.156041,0.210070,0.076094,0.209544,0.041161,0.137424,0.271762,0.139184,0.140034,0.266021,0.132563,0.137557,0.160160,0.139070,0.041630,0.267027,0.265908,0.047099,0.158404,0.132603,0.043004,0.161709,-0.177453,0.063634,-0.429353,0.564875,0.063356,-0.471088,0.620875,0.071706,0.512930,-0.121922,0.070055,0.553575,0.516819,0.102987,-0.038585,0.523425,0.103368,0.089555
1353,13.530000,0.000136,0.000198,0.000296,1.000000,0.321186,0.078729,0.036362,0.000637,-0.177994,0.064061,-0.429485,0.823166,0.565619,0.062132,-0.470931,0.777374,0.621098,0.071601,0.513016,0.829265,-0.121438,0.069600,0.552919,0.769885,0.515703,0.103509,-0.038262,0.680829,0.524129,0.101470,0.090916,0.000000,0.007829,-0.242599,0.016803,-0.969949,0.170788,0.099240,0.213594,0.000705,0.266456,0.141289,0.255516,0.747092,0.260696,0.140191,0.158595,0.681441,0.208601,0.076356,0.212027,0.827142,0.039207,0.137517,0.273443,0.873680,0.136552,0.140479,0.267807,0.697667,0.130233,0.138571,0.163468,0.640019,0.137121,0.041841,0.269462,0.876118,0.264450,0.047283,0.159931,0.827508,0.131265,0.043745,0.164052,0.756003,0.270510,0.048115,0.256412,0.000000,0.033580,0.136248,0.168821,0.760947,,,,,,,,,,0.265970,0.140467,0.255849,,,,0.033371,0.136893,0.168147,0.259579,0.140763,0.158375,0.208725,0.077019,0.211876,0.039368,0.137672,0.273897,0.137566,0.140763,0.268402,0.130659,0.137854,0.162294,0.137482,0.041516,0.269366,0.264455,0.047629,0.160528,0.130974,0.042817,0.164127,-0.177439,0.063640,-0.429360,0.565059,0.062813,-0.471059,0.620600,0.071321,0.512642,-0.121885,0.070082,0.553563,0.516833,0.102997,-0.038563,,,
1354,13.540000,0.000094,0.000209,0.000479,1.000000,0.321206,0.078872,0.036431,0.000604,-0.177980,0.063980,-0.429404,0.823166,0.565633,0.062321,-0.470866,0.777374,0.621131,0.071895,0.513079,0.829265,-0.121403,0.069624,0.552999,0.769885,0.515712,0.103716,-0.038200,0.680829,0.524141,0.101692,0.090978,0.000000,0.007416,-0.242437,0.016651,-0.969996,0.169031,0.099427,0.215767,0.000672,0.264680,0.141450,0.257759,0.747092,0.258954,0.140435,0.160835,0.681441,0.206846,0.076548,0.214193,0.827142,0.037425,0.137640,0.275604,0.873680,0.134771,0.140616,0.270004,0.697667,0.128489,0.138798,0.165661,0.640019,0.135350,0.041977,0.271573,0.876118,0.262716,0.047526,0.162092,0.827508,0.129531,0.043972,0.166163,0.756003,0.268743,0.048275,0.258575,0.000000,0.031834,0.136460,0.170978,0.760947,,,,,,,,,,0.264140,0.140508,0.258075,,,,0.031687,0.136993,0.170260,0.258045,0.140862,0.160542,0.206821,0.077028,0.214136,0.037573,0.137977,0.276036,0.135652,0.140428,0.270414,0.129088,0.137677,0.164568,0.135422,0.041908,0.271618,0.263071,0.048709,0.162773,0.129289,0.043106,0.166233,-0.177455,0.063633,-0.429360,0.564945,0.063082,-0.471090,0.620881,0.071715,0.512928,-0.121939,0.070039,0.553591,0.516849,0.102984,-0.038545,,,
1355,13.550000,0.000183,0.000191,0.000349,1.000000,0.321194,0.078768,0.036422,0.000604,-0.177978,0.064090,-0.429433,0.828123,0.565635,0.062244,-0.470869,0.719562,0.621101,0.071627,0.513079,0.883471,-0.121435,0.069544,0.552973,0.766496,0.515709,0.103575,-0.038197,0.664008,0.524134,0.101526,0.090981,0.000000,0.007930,-0.242515,0.016361,-0.969977,0.167276,0.099439,0.217824,0.000696,0.262898,0.141575,0.259762,0.724743,0.257155,0.140473,0.162840,0.718507,0.205109,0.076590,0.216262,0.834049,0.035650,0.137596,0.277652,0.874787,0.132993,0.140646,0.272032,0.721750,0.126693,0.138734,0.167691,0.617844,0.133652,0.042009,0.273685,0.822845,0.260993,0.047568,0.164175,0.847933,0.127811,0.043909,0.168274,0.780934,0.267037,0.048404,0.260657,0.000000,0.030041,0.136323,0.173028,0.734552,,,,,,,,,,0.262319,0.140708,0.260115,,,,0.029877,0.137022,0.172246,0.256234,0.141070,0.162588,0.205001,0.077226,0.216418,0.035716,0.137914,0.278032,0.134012,0.140552,0.272468,0.127165,0.138066,0.166400,0.134244,0.041620,0.273669,0.261001,0.047943,0.164654,0.127475,0.043111,0.168406,-0.177457,0.063648,-0.429357,0.564927,0.063089,-0.471075,0.620794,0.071331,0.512890,-0.121955,0.070036,0.553573,0.516861,0.102980,-0.038551,,,
1356,13.560000,0.000119,0.000192,0.000524,1.000000,0.321179,0.078903,0.036504,0.000672,-0.177989,0.063991,-0.429349,0.828123,0.565625,0.062400,-0.470786,0.719562,0.621088,0.071929,0.513161,0.883471,-0.121447,0.069590,0.553056,0.766496,0.515685,0.103769,-0.038119,0.664008,0.524110,0.101739,0.091059,0.000000,0.007796,-0.242548,0.016050,-0.969975,0.165557,0.099582,0.219736,0.000709,0.261160,0.141752,0.261686,0.724743,0.255412,0.140687,0.164764,0.718507,0.203403,0.076753,0.218163,0.834049,0.033915,0.137643,0.279589,0.874787,0.131256,0.140748,0.273964,0.721750,0.124951,0.138876,0.169623,0.617844,0.131968,0.042111,0.275576,0.822845,0.259300,0.047783,0.166061,0.847933,0.126120,0.044051,0.170167,0.780934,0.265349,0.048583,0.262542,0.000000,0.028300,0.136410,0.174965,0.734552,,,,,,,,,,0.260590,0.140568,0.262053,,,,0.028241,0.137045,0.174161,0.254517,0.140826,0.164659,0.203252,0.077268,0.218350,0.033960,0.137903,0.280001,0.132328,0.140829,0.274561,0.125301,0.138333,0.168697,0.132493,0.042018,0.275342,0.259476,0.048590,0.166390,0.125623,0.043060,0.170371,-0.177469,0.063630,-0.429365,0.564773,0.063415,-0.470922,0.620885,0.071710,0.512915,-0.121907,0.070033,0.553613,0.517122,0.102609,-0.038439,,,
1357,13.570000,0.000189,0.000202,0.000363,1.000000,0.321169,0.078784,0.036403,0.000672,-0.178014,0.064098,-0.429441,0.819712,0.565599,0.062273,-0.470894,0.733422,0.621086,0.071647,0.513054,0.827266,-0.121449,0.069543,0.552964,0.765678,0.515682,0.103598,-0.038220,0.658497,0.524109,0.101547,0.090957,0.000000,0.006549,-0.241554,0.017011,-0.970216,0.163590,0.099452,0.221842,0.000569,0.259207,0.141307,0.264073,0.767693,0.253659,0.140443,0.167137,0.720332,0.201382,0.076534,0.220304,0.964979,0.031915,0.137721,0.281491,0.853956,0.129275,0.140598,0.276076,0.760383,0.123184,0.138942,0.171719,0.675411,0.129742,0.041956,0.277500,0.966589,0.257317,0.047528,0.168263,0.751407,0.124121,0.044114,0.172082,0.756001,0.263166,0.048127,0.264758,0.000000,0.026517,0.136703,0.176854,0.781363,,,,,,,,,,0.258660,0.140637,0.264411,,,,0.026395,0.137270,0.176200,0.252662,0.140910,0.166943,0.201269,0.076532,0.220221,0.032124,0.137977,0.281972,0.130150,0.140519,0.276459,0.123619,0.138391,0.170626,0.129837,0.041948,0.277594,0.257699,0.048396,0.168562,0.123903,0.043193,0.172321,-0.177469,0.063635,-0.429346,0.564946,0.063113,-0.470968,0.620631,0.071330,0.512641,-0.121896,0.070066,0.553600,0.516874,0.102994,-0.038503,,,
1358,13.580000,0.000087,0.000212,0.000479,1.000000,0.321205,0.078877,0.036482,0.000615,-0.177982,0.063979,-0.429350,0.819712,0.565630,0.062319,-0.470817,0.733422,0.621133,0.071907,0.513128,0.827266,-0.121401,0.069637,0.553052,0.765678,0.515711,0.103721,-0.038151,0.658497,0.524141,0.101698,0.091027,0.000000,0.006404,-0.241058,0.017470,-0.970332,0.161762,0.099504,0.223807,0.000612,0.257375,0.141267,0.266139,0.767693,0.251927,0.140412,0.169198,0.720332,0.199535,0.076551,0.222307,0.964979,0.030062,0.137896,0.283322,0.853956,0.127431,0.140681,0.278008,0.760383,0.121446,0.139035,0.173644,0.675411,0.127803,0.042038,0.279428,0.966589,0.255496,0.047493,0.170323,0.751407,0.122292,0.044206,0.174005,0.756001,0.261245,0.048083,0.266824,0.000000,0.024771,0.136887,0.178680,0.781363,,,,,,,,,,0.256897,0.140611,0.266463,,,,0.024661,0.137457,0.177973,0.250957,0.140836,0.169025,0.199358,0.076588,0.222180,0.030245,0.138124,0.283819,0.128552,0.140829,0.278516,0.121882,0.138432,0.172538,0.127929,0.041912,0.279513,0.255784,0.048391,0.170681,0.122046,0.043217,0.174202,-0.177460,0.063623,-0.429339,0.564876,0.063118,-0.470929,0.620887,0.071713,0.512918,-0.121898,0.070043,0.553617,0.516889,0.102983,-0.038497,,,
1359,13.590000,0.000191,0.000196,0.000351,1.000000,0.321148,0.078772,0.036429,0.000695,-0.178029,0.064100,-0.429421,0.816952,0.565584,0.062257,-0.470865,0.720840,0.621059,0.071626,0.513083,0.824821,-0.121476,0.069539,0.552984,0.769580,0.515663,0.103582,-0.038192,0.651716,0.524088,0.101530,0.090986,0.000000,0.005692,-0.240993,0.016306,-0.970373,0.160019,0.099516,0.225568,0.000741,0.255546,0.141379,0.267995,0.756629,0.250114,0.140702,0.171052,0.712898,0.197836,0.076638,0.224029,0.865823,0.028237,0.137539,0.285137,0.844200,0.125601,0.140521,0.279843,0.681337,0.119635,0.139066,0.175476,0.554236,0.126162,0.041877,0.281072,0.825622,0.253861,0.047788,0.171997,0.754880,0.120663,0.044239,0.175652,0.728491,0.259594,0.048202,0.268501,0.000000,0.022964,0.136723,0.180492,0.738857,,,,,,,,,,0.255065,0.140573,0.268253,,,,0.022849,0.137360,0.179672,0.249024,0.140991,0.170832,0.197688,0.077075,0.224303,0.028353,0.138096,0.285392,0.126425,0.139870,0.280564,0.120242,0.137914,0.174257,0.126822,0.042011,0.280890,0.254168,0.048678,0.172273,0.120152,0.043317,0.175914,-0.177458,0.063649,-0.429339,0.564869,0.063114,-0.470898,0.620612,0.071318,0.512641,-0.121918,0.070040,0.553620,0.516881,0.102968,-0.038474,,,
1360,13.600000,0.000072,0.000198,0.000456,1.000000,0.321203,0.078882,0.036497,0.000609,-0.177972,0.063995,-0.429349,0.816952,0.565641,0.062298,-0.470794,0.720840,0.621118,0.071912,0.513151,0.824821,-0.121417,0.069679,0.553055,0.769580,0.515712,0.103715,-0.038131,0.651716,0.524139,0.101696,0.091047,0.000000,0.006871,-0.240581,0.016900,-0.970458,0.157957,0.099678,0.227214,0.000664,0.253474,0.141597,0.269610,0.756629,0.248120,0.140672,0.172664,0.712898,0.195762,0.076775,0.225765,0.865823,0.026149,0.137931,0.286577,0.844200,0.123518,0.140844,0.281355,0.681337,0.117637,0.139122,0.176987,0.554236,0.124022,0.042203,0.282839,0.825622,0.251812,0.047759,0.173853,0.754880,0.118609,0.044295,0.177409,0.728491,0.257468,0.048418,0.270360,0.000000,0.020960,0.136848,0.181931,0.738857,,,,,,,,,,0.252945,0.140818,0.269879,,,,0.020959,0.137334,0.181289,0.247137,0.140909,0.172502,0.195721,0.077320,0.225865,0.026367,0.138213,0.287029,0.124645,0.141004,0.281893,0.118096,0.138327,0.175797,0.123990,0.041933,0.282955,0.252143,0.048621,0.174032,0.118253,0.043243,0.177537,-0.177457,0.063634,-0.429333,0.564873,0.063118,-0.470872,0.620868,0.071715,0.512919,-0.121889,0.070072,0.553585,0.516882,0.102984,-0.038459,,,
1361,13.610000,0.000068,0.000188,0.000446,1.000000,0.321222,0.078879,0.036487,0.000602,-0.177945,0.063998,-0.429368,0.846207,0.565669,0.062286,-0.470799,0.730350,0.621127,0.071906,0.513147,0.901114,-0.121409,0.069688,0.553037,0.796106,0.515733,0.103707,-0.038137,0.650423,0.524157,0.101688,0.091041,0.000000,0.007037,-0.240560,0.016979,-0.970460,0.155973,0.099551,0.228769,0.000632,0.251491,0.141477,0.271153,0.799804,0.246141,0.140518,0.174208,0.758049,0.193776,0.076644,0.227330,0.867299,0.024165,0.137835,0.288114,0.857540,0.121535,0.140738,0.282894,0.680434,0.115657,0.138979,0.178526,0.587818,0.122031,0.042098,0.284414,0.964936,0.249826,0.047605,0.175430,0.806730,0.116623,0.044152,0.178983,0.761231,0.255478,0.048299,0.271937,0.000000,0.018980,0.136714,0.183467,0.746403,,,,,,,,,,0.250921,0.140918,0.271209,,,,0.018959,0.137460,0.182780,0.245292,0.140910,0.173957,0.193831,0.077159,0.227445,0.024408,0.138174,0.288502,0.122463,0.140122,0.283521,0.116246,0.138144,0.177233,0.122074,0.041991,0.284494,0.250045,0.048233,0.175824,0.116299,0.043271,0.179156,-0.177446,0.063637,-0.429361,0.564942,0.063078,-0.470881,0.620869,0.071712,0.512920,-0.121876,0.070087,0.553574,0.516888,0.102987,-0.038457,,,
1362,13.620000,0.000122,0.000169,0.000600,1.000000,0.321006,0.079034,0.036632,0.000768,-0.178139,0.064048,-0.429243,0.846207,0.565477,0.062571,-0.470646,0.730350,0.620895,0.072103,0.513303,0.901114,-0.121642,0.069651,0.553165,0.796106,0.515512,0.103930,-0.037982,0.650423,0.523931,0.101900,0.091197,0.000000,0.005812,-0.241249,0.016904,-0.970299,0.154143,0.099536,0.230041,0.000849,0.249739,0.141316,0.272396,0.799804,0.244254,0.140594,0.175456,0.758049,0.191934,0.076615,0.228494,0.867299,0.022435,0.137736,0.289660,0.857540,0.119799,0.140607,0.284313,0.680434,0.113777,0.139105,0.179950,0.587818,0.120252,0.041963,0.285592,0.964936,0.247899,0.047677,0.176447,0.806730,0.114699,0.044277,0.180174,0.761231,0.253684,0.048134,0.272947,0.000000,0.017105,0.136873,0.185018,0.746403,,,,,,,,,,0.248959,0.140524,0.272811,,,,0.017014,0.137498,0.184206,0.243320,0.140955,0.175317,0.191696,0.077097,0.228818,0.022482,0.138104,0.289988,0.120615,0.139754,0.285163,0.114386,0.138099,0.178859,0.121002,0.042228,0.285243,0.249080,0.049846,0.176729,0.114339,0.043456,0.180404,-0.177454,0.063648,-0.429351,0.564953,0.063066,-0.470884,0.620880,0.071710,0.512926,-0.121894,0.070077,0.553563,0.516900,0.102997,-0.038451,0.522724,0.102616,0.092191
1363,13.630000,0.000124,0.000167,0.000608,1.000000,0.320987,0.079033,0.036663,0.000831,-0.178155,0.064042,-0.429214,0.793502,0.565462,0.062576,-0.470614,0.813622,0.620874,0.072105,0.513336,0.858980,-0.121663,0.069641,0.553194,0.841025,0.515493,0.103932,-0.037950,0.450950,0.523912,0.101902,0.091229,0.545098,0.005943,-0.240459,0.017170,-0.970489,0.151970,0.099493,0.231600,0.000642,0.247515,0.141248,0.274094,0.741980,0.242188,0.140490,0.177145,0.697498,0.189753,0.076555,0.230124,0.942390,0.020182,0.137774,0.290990,0.860371,0.117556,0.140601,0.285801,0.692446,0.111702,0.139059,0.181428,0.589373,0.117963,0.041958,0.287120,0.952649,0.245790,0.047571,0.178180,0.782413,0.112583,0.044231,0.181692,0.750862,0.251419,0.048064,0.274689,0.000000,0.015022,0.136871,0.186340,0.777002,,,,,,,,,,0.246935,0.140446,0.274388,,,,0.014932,0.137423,0.185645,0.241148,0.141093,0.177007,0.189578,0.076646,0.230005,0.020327,0.137989,0.291485,0.118683,0.140831,0.286236,0.112368,0.138028,0.180337,0.118149,0.041959,0.287156,0.246071,0.048314,0.178536,0.112239,0.043303,0.181814,-0.177443,0.063647,-0.429358,0.564968,0.063067,-0.470879,0.620887,0.071706,0.512937,-0.121885,0.070102,0.553570,0.517181,0.102601,-0.038397,0.522641,0.102616,0.092318
1364,13.640000,0.000127,0.000183,0.000604,1.000000,0.321007,0.079025,0.036634,0.000866,-0.178149,0.064041,-0.429228,0.793502,0.565466,0.062569,-0.470651,0.813622,0.620909,0.072090,0.513297,0.858980,-0.121626,0.069633,0.553178,0.841025,0.515511,0.103923,-0.037985,0.450950,0.523934,0.101892,0.091194,0.545098,0.004293,-0.240705,0.016068,-0.970456,0.149953,0.099434,0.232806,0.000645,0.245460,0.141158,0.275413,0.741980,0.240091,0.140755,0.178465,0.697498,0.187766,0.076553,0.231228,0.942390,0.018140,0.137316,0.292398,0.860371,0.115507,0.140293,0.287175,0.692446,0.109609,0.139134,0.182800,0.589373,0.116048,0.041646,0.288126,0.952649,0.243818,0.047839,0.179150,0.782413,0.110617,0.044306,0.182710,0.750862,0.249489,0.047978,0.275658,0.000000,0.012934,0.136797,0.187747,0.777002,,,,,,,,,,0.244848,0.140560,0.275676,,,,0.012955,0.137465,0.186884,0.239104,0.141234,0.178172,0.187527,0.076640,0.231176,0.018225,0.137860,0.292705,0.116361,0.140121,0.287754,0.110200,0.138564,0.181528,0.116473,0.041050,0.288484,0.244197,0.048817,0.179484,0.110234,0.043497,0.182952,-0.177454,0.063631,-0.429380,0.564968,0.063075,-0.470879,0.620893,0.071700,0.512930,-0.121877,0.070084,0.553575,0.517180,0.102604,-0.038392,0.522435,0.102841,0.092402
1365,13.650000,0.000085,0.000157,0.000610,1.000000,0.321072,0.078978,0.036590,0.000877,-0.178061,0.063949,-0.429296,0.776435,0.565556,0.062483,-0.470682,0.784155,0.620949,0.072088,0.513269,0.872804,-0.121588,0.069624,0.553112,0.819091,0.515579,0.103873,-0.038021,0.586487,0.523995,0.101853,0.091158,0.423043,0.005421,-0.240683,0.016966,-0.970440,0.147858,0.099476,0.233928,0.000652,0.243415,0.141197,0.276426,0.743585,0.238045,0.140546,0.179479,0.679518,0.185643,0.076545,0.232409,0.961068,0.016090,0.137672,0.293419,0.868271,0.113461,0.140518,0.288189,0.604099,0.107562,0.139093,0.183817,0.679902,0.113883,0.041874,0.289398,0.869078,0.241661,0.047627,0.180408,0.716786,0.108456,0.044264,0.183976,0.763109,0.247332,0.048013,0.276915,0.000000,0.010884,0.136885,0.188770,0.773310,,,,,,,,,,0.242969,0.140314,0.276699,,,,0.010776,0.137489,0.188102,0.236958,0.141186,0.179253,0.185505,0.076617,0.232401,0.016293,0.137910,0.293843,0.114502,0.139504,0.288818,0.108015,0.138599,0.182727,0.114024,0.042298,0.289671,0.242103,0.048650,0.180612,0.108165,0.043378,0.184141,-0.177337,0.063463,-0.429493,0.564970,0.063092,-0.470859,0.620885,0.071715,0.512929,-0.121893,0.070073,0.553592,0.516909,0.102990,-0.038455,0.522380,0.102819,0.092493
1366,13.660000,0.000116,0.000182,0.000560,1.000000,0.321056,0.078997,0.036576,0.000873,-0.178101,0.064047,-0.429286,0.776435,0.565513,0.062509,-0.470709,0.784155,0.620957,0.072047,0.513239,0.872804,-0.121579,0.069656,0.553119,0.819091,0.515562,0.103877,-0.038043,0.586487,0.523985,0.101848,0.091135,0.423043,0.006516,-0.241309,0.016951,-0.970279,0.145790,0.099396,0.234887,0.000641,0.241381,0.141258,0.277171,0.743585,0.235883,0.140400,0.180232,0.679518,0.183586,0.076482,0.233367,0.961068,0.014081,0.137645,0.294473,0.868271,0.111443,0.140534,0.289108,0.604099,0.105406,0.138885,0.184748,0.679902,0.111920,0.041892,0.290524,0.869078,0.239550,0.047486,0.181352,0.716786,0.106352,0.044058,0.185104,0.763109,0.245349,0.048077,0.277850,0.000000,0.008736,0.136636,0.189833,0.773310,,,,,,,,,,0.240852,0.140765,0.277456,,,,0.008668,0.137244,0.189117,0.234774,0.140994,0.179975,0.183369,0.076456,0.233253,0.014241,0.138038,0.294852,0.112481,0.140764,0.289583,0.106042,0.138205,0.183577,0.112152,0.041315,0.290760,0.239865,0.048342,0.181639,0.105991,0.043097,0.185387,-0.177449,0.063621,-0.429439,0.564962,0.063073,-0.470893,0.620883,0.071705,0.512928,-0.121895,0.070080,0.553573,0.516902,0.102995,-0.038461,0.522294,0.102867,0.092510
